"_id","videoFile","thumbnail","title","description","views","isPublished","categories","owner","createdAt","updatedAt"
"66e6986f0c8eb3eec2831244","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Mastering SQL Queries","Dive into SQL and learn how to write complex queries to manage and analyze data.",0,true,"coding","6661c0330f0b5138c9819cf9","2024-09-15T08:18:55.104Z","2024-09-15T08:18:55.104Z"
"66e6986f0c8eb3eec2831245","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Introduction to Node.js","Learn the basics of Node.js and how to use it for server-side development.",0,true,"coding","6661c0330f0b5138c9819cf9","2024-09-15T08:18:55.104Z","2024-09-15T08:18:55.104Z"
"66e6986f0c8eb3eec2831246","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Git and Version Control","A guide to using Git for version control and managing code changes efficiently.",0,true,"coding","6661c0330f0b5138c9819cf9","2024-09-15T08:18:55.104Z","2024-09-15T08:18:55.104Z"
"66e6986f0c8eb3eec2831247","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","JavaScript Frameworks Overview","An overview of popular JavaScript frameworks and their use cases.",0,true,"coding","6661c0330f0b5138c9819cf9","2024-09-15T08:18:55.104Z","2024-09-15T08:18:55.104Z"
"66e6986f0c8eb3eec2831248","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Building RESTful Services","Learn how to build and consume RESTful services using modern tools and techniques.",0,true,"coding","6661c0330f0b5138c9819cf9","2024-09-15T08:18:55.104Z","2024-09-15T08:18:55.104Z"
"66e6986f0c8eb3eec2831249","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Exploring Asynchronous JavaScript","Understand asynchronous programming in JavaScript, including callbacks, promises, and async/await.",0,true,"coding","6661c0330f0b5138c9819cf9","2024-09-15T08:18:55.104Z","2024-09-15T08:18:55.104Z"
"66e6986f0c8eb3eec283124a","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Creating Dynamic Websites","Learn how to create dynamic and interactive websites using modern web technologies.",0,true,"coding","6661c0330f0b5138c9819cf9","2024-09-15T08:18:55.104Z","2024-09-15T08:18:55.104Z"
"66e6986f0c8eb3eec283124b","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Debugging Techniques","Explore various techniques and tools for debugging code effectively.",0,true,"coding","6661c0330f0b5138c9819cf9","2024-09-15T08:18:55.104Z","2024-09-15T08:18:55.104Z"
"66e6989ca4873093caea8592","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Exploring the Deep Sea","Dive deep into the unexplored regions of the ocean, revealing mysterious creatures and dark waters.",0,true,"documentary, ocean","6661c0330f0b5138c9819cf9","2024-09-15T08:19:40.648Z","2024-09-15T08:19:40.648Z"
"66e6989ca4873093caea8593","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Space Exploration: Mars","A look at NASA's mission to Mars and the search for signs of life on the Red Planet.",0,true,"space, science","6661c0330f0b5138c9819cf9","2024-09-15T08:19:40.649Z","2024-09-15T08:19:40.649Z"
"66e6989ca4873093caea8594","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Wildlife of the Savannah","Explore the stunning wildlife of the African savannah, from lions to elephants.",0,true,"wildlife, nature","6661c0330f0b5138c9819cf9","2024-09-15T08:19:40.649Z","2024-09-15T08:19:40.649Z"
"66e6989ca4873093caea8595","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","The Art of Coding","An insightful documentary on the evolution of programming and its impact on the modern world.",0,true,"technology, coding","6661c0330f0b5138c9819cf9","2024-09-15T08:19:40.649Z","2024-09-15T08:19:40.649Z"
"66e6989ca4873093caea8596","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Innovations in AI","A deep dive into the world of artificial intelligence and its transformative potential.",0,true,"technology, ai","6661c0330f0b5138c9819cf9","2024-09-15T08:19:40.650Z","2024-09-15T08:19:40.650Z"
"66e6989ca4873093caea8597","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Adventures in the Arctic","Join a team of explorers as they venture into the icy realms of the Arctic.",0,true,"adventure, nature","6661c0330f0b5138c9819cf9","2024-09-15T08:19:40.650Z","2024-09-15T08:19:40.650Z"
"66e6989ca4873093caea8598","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","The Rise of eSports","An in-depth look into the growing phenomenon of competitive gaming and its global impact.",0,true,"gaming, sports","6661c0330f0b5138c9819cf9","2024-09-15T08:19:40.650Z","2024-09-15T08:19:40.650Z"
"66e6989ca4873093caea8599","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Mastering Python Programming","Learn advanced Python programming concepts with real-world applications.",0,true,"education, coding","6661c0330f0b5138c9819cf9","2024-09-15T08:19:40.650Z","2024-09-15T08:19:40.650Z"
"66e6989ca4873093caea859a","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","History of the Internet","Trace the evolution of the internet from its inception to its dominance in today's world.",0,true,"technology, history","6661c0330f0b5138c9819cf9","2024-09-15T08:19:40.650Z","2024-09-15T08:19:40.650Z"
"66e6989ca4873093caea859b","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Yoga for Beginners","An introductory guide to yoga, focusing on basic poses and breathing techniques.",0,true,"fitness, wellness","6661c0330f0b5138c9819cf9","2024-09-15T08:19:40.650Z","2024-09-15T08:19:40.650Z"
"66e6989ca4873093caea859c","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Introduction to Machine Learning","A comprehensive overview of machine learning algorithms and their real-world applications.",0,true,"education, machine learning","6661c0330f0b5138c9819cf9","2024-09-15T08:19:40.651Z","2024-09-15T08:19:40.651Z"
"66e6989ca4873093caea859d","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Cycling Through the Alps","Follow cyclists as they navigate through challenging Alpine terrain.",0,true,"adventure, cycling","6661c0330f0b5138c9819cf9","2024-09-15T08:19:40.651Z","2024-09-15T08:19:40.651Z"
"66e69ca32b1eb70a6795e61f","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Exploring Volcanoes Around the World","Discover the most active and dangerous volcanoes across the globe.",0,true,"geology, nature","6661c0330f0b5138c9819cf9","2024-09-15T08:36:51.679Z","2024-09-15T08:36:51.679Z"
"66e69ca32b1eb70a6795e620","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","The Great Wall of China","A historical journey through the construction and significance of the Great Wall of China.",0,true,"history, architecture","6661c0330f0b5138c9819cf9","2024-09-15T08:36:51.681Z","2024-09-15T08:36:51.681Z"
"66e69ca32b1eb70a6795e621","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","The World of Quantum Computing","An overview of quantum computers and their potential to revolutionize technology.",0,true,"technology, science","6661c0330f0b5138c9819cf9","2024-09-15T08:36:51.681Z","2024-09-15T08:36:51.681Z"
"66e69ca32b1eb70a6795e622","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Introduction to Blockchain","Learn how blockchain technology is shaping the future of decentralized systems.",0,true,"technology, finance","6661c0330f0b5138c9819cf9","2024-09-15T08:36:51.681Z","2024-09-15T08:36:51.681Z"
"66e69ca32b1eb70a6795e623","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","The Mysteries of the Bermuda Triangle","Investigating the strange occurrences within the Bermuda Triangle.",0,true,"mystery, ocean","6661c0330f0b5138c9819cf9","2024-09-15T08:36:51.682Z","2024-09-15T08:36:51.682Z"
"66e69ca32b1eb70a6795e624","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Advanced JavaScript Techniques","Learn advanced JavaScript concepts to enhance your coding skills.",0,true,"education, coding","6661c0330f0b5138c9819cf9","2024-09-15T08:36:51.682Z","2024-09-15T08:36:51.682Z"
"66e69ca32b1eb70a6795e625","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","The Science of Happiness","Explore the science behind happiness and mental well-being.",0,true,"science, wellness","6661c0330f0b5138c9819cf9","2024-09-15T08:36:51.683Z","2024-09-15T08:36:51.683Z"
"66e69ca32b1eb70a6795e626","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Life of Leonardo da Vinci","A detailed exploration of the life and inventions of Leonardo da Vinci.",0,true,"history, art","6661c0330f0b5138c9819cf9","2024-09-15T08:36:51.683Z","2024-09-15T08:36:51.683Z"
"66e69ca32b1eb70a6795e627","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","How to Build a PC","Step-by-step guide to building your own personal computer.",0,true,"technology, education","6661c0330f0b5138c9819cf9","2024-09-15T08:36:51.683Z","2024-09-15T08:36:51.683Z"
"66e69ca32b1eb70a6795e628","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Climate Change: The Global Challenge","Understanding the impacts of climate change and the efforts to combat it.",0,true,"environment, science","6661c0330f0b5138c9819cf9","2024-09-15T08:36:51.683Z","2024-09-15T08:36:51.683Z"
"66e69ca32b1eb70a6795e629","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Exploring the Galapagos Islands","Dive into the unique wildlife and landscapes of the Galapagos Islands.",0,true,"nature, adventure","6661c0330f0b5138c9819cf9","2024-09-15T08:36:51.683Z","2024-09-15T08:36:51.683Z"
"66e69ca32b1eb70a6795e62a","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","The Rise of Cryptocurrency","A comprehensive guide to the world of cryptocurrencies and blockchain technology.",0,true,"technology, finance","6661c0330f0b5138c9819cf9","2024-09-15T08:36:51.684Z","2024-09-15T08:36:51.684Z"
"66e69ca32b1eb70a6795e62b","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Virtual Reality: The Future of Gaming","An in-depth look into the future of virtual reality in gaming.",0,true,"gaming, technology","6661c0330f0b5138c9819cf9","2024-09-15T08:36:51.684Z","2024-09-15T08:36:51.684Z"
"66e69ca32b1eb70a6795e62c","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Solar Power Explained","Learn about solar energy, its applications, and its importance for a sustainable future.",0,true,"science, environment","6661c0330f0b5138c9819cf9","2024-09-15T08:36:51.684Z","2024-09-15T08:36:51.684Z"
"66e69ca32b1eb70a6795e62d","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","The Art of Pottery Making","Discover the traditional techniques of pottery making in different cultures.",0,true,"art, education","6661c0330f0b5138c9819cf9","2024-09-15T08:36:51.684Z","2024-09-15T08:36:51.684Z"
"66e69ca32b1eb70a6795e62e","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","How to Improve Your Photography","Tips and tricks for capturing stunning photos using a DSLR or smartphone.",0,true,"art, technology","6661c0330f0b5138c9819cf9","2024-09-15T08:36:51.684Z","2024-09-15T08:36:51.684Z"
"66e6b57c86d627d7f8559219","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","A Comprehensive Guide to Understanding the Deep Ocean Ecosystem and Its Intricacies","This video delves deep into the mysterious ecosystems that thrive at the bottom of the ocean. You will explore the strange and beautiful creatures that inhabit the ocean floor and the delicate balance that keeps this ecosystem alive.",0,true,"nature, science","6661c0330f0b5138c9819cf9","2024-09-15T10:22:52.457Z","2024-09-15T13:06:52.933Z"
"66e6b57c86d627d7f855921a","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","The Evolution of Ancient Civilizations and Their Impact on Modern Society","This documentary provides a detailed examination of ancient civilizations, from Mesopotamia to the Roman Empire, and how their innovations in governance, architecture, and technology have shaped the world we live in today.",0,true,"history, education","6661c0330f0b5138c9819cf9","2024-09-15T10:22:52.458Z","2024-09-15T13:06:52.933Z"
"66e6b57c86d627d7f855921b","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Mastering Advanced Algorithms in Computer Science: A Step-by-Step Tutorial","This video provides a step-by-step guide to mastering advanced algorithms. It covers sorting, searching, and dynamic programming algorithms in detail, helping developers understand the best practices for writing efficient code.",0,true,"education, coding","6661c0330f0b5138c9819cf9","2024-09-15T10:22:52.458Z","2024-09-15T13:06:52.934Z"
"66e6b57c86d627d7f855921c","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","The Future of Renewable Energy: How Wind, Solar, and Hydro Are Changing the World","A thorough exploration of renewable energy technologies such as wind, solar, and hydroelectric power. This video covers their current applications, the challenges they face, and the potential they hold to replace fossil fuels in the near future.",0,true,"technology, environment","6661c0330f0b5138c9819cf9","2024-09-15T10:22:52.458Z","2024-09-15T13:06:52.934Z"
"66e6b57c86d627d7f855921d","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","How to Grow Your Own Organic Garden in Small Urban Spaces","This guide teaches you how to create a thriving organic garden, even if you live in a small apartment. From container gardening to vertical gardens, this video covers all the tips and tricks you need to start growing your own food in the city.",0,true,"lifestyle, nature","6661c0330f0b5138c9819cf9","2024-09-15T10:22:52.458Z","2024-09-15T13:06:52.934Z"
"66e6b57c86d627d7f855921e","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Exploring the World’s Most Dangerous Animal Encounters: What You Need to Know","In this thrilling documentary, we examine some of the most dangerous animal encounters humans have experienced. Learn how to avoid dangerous situations and what to do if you ever find yourself face-to-face with a wild animal.",0,true,"nature, adventure","6661c0330f0b5138c9819cf9","2024-09-15T10:22:52.458Z","2024-09-15T13:06:52.934Z"
"66e6b57c86d627d7f855921f","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Understanding the Psychological Impact of Social Media on Teenagers","This video explores the ways in which social media affects the mental health of teenagers. Experts weigh in on both the positive and negative impacts of platforms like Instagram, TikTok, and Snapchat, and provide advice for parents and teens alike.",0,true,"wellness, education","6661c0330f0b5138c9819cf9","2024-09-15T10:22:52.458Z","2024-09-15T13:06:52.934Z"
"66e6b57c86d627d7f8559220","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","The Art of Mindfulness: Techniques to Bring Calm and Focus Into Your Life","In this instructional video, learn the ancient art of mindfulness and how it can help reduce stress, improve focus, and bring a sense of calm to your daily life. Practical techniques and exercises are demonstrated to help you achieve mindfulness.",0,true,"wellness, lifestyle","6661c0330f0b5138c9819cf9","2024-09-15T10:22:52.458Z","2024-09-15T13:06:52.934Z"
"66e6b57c86d627d7f8559221","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Behind the Scenes: How Movie Magic is Made with CGI and Practical Effects","A fascinating look at the techniques used by filmmakers to create breathtaking visual effects. From the use of green screens to CGI and practical effects, this video provides a behind-the-scenes look at the magic of movie-making.",0,true,"film, technology","6661c0330f0b5138c9819cf9","2024-09-15T10:22:52.458Z","2024-09-15T13:06:52.934Z"
"66e6b57c86d627d7f8559222","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Breaking Down the Basics of Cryptocurrency: How Bitcoin and Ethereum Work","This video simplifies the complex world of cryptocurrencies. It breaks down how Bitcoin and Ethereum work, how to invest in them, and what the future might hold for blockchain technology in finance and beyond.",0,true,"finance, technology","6661c0330f0b5138c9819cf9","2024-09-15T10:22:52.459Z","2024-09-15T13:06:52.934Z"
"66e6b57c86d627d7f8559223","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","Creating a Balanced Diet: How to Plan Healthy Meals for the Whole Family","In this video, a nutrition expert shows you how to plan balanced meals that provide all the nutrients your family needs. You will also learn how to make healthy eating choices that fit your budget and lifestyle.",0,true,"wellness, lifestyle","6661c0330f0b5138c9819cf9","2024-09-15T10:22:52.459Z","2024-09-15T13:06:52.934Z"
"66e6b57c86d627d7f8559224","https://res.cloudinary.com/dybgs03yy/video/upload/v1726385255/wsdzuuyrka8rj3ypqmg7.mp4","https://res.cloudinary.com/dybgs03yy/image/upload/v1726385254/tr9uwx7ricw4vxnrhzww.png","The Science of Sleep: Understanding the Importance of Rest for Overall Health","This video explains the science behind sleep and why it is so crucial to our overall health and well-being. It also provides tips on how to improve your sleep hygiene to ensure better rest and recovery.",0,true,"wellness, education","6661c0330f0b5138c9819cf9","2024-09-15T10:22:52.459Z","2024-09-15T13:06:52.934Z"
